Session,Cluster,Note 1 midi,Note 1 name,Note 1 encoding,Note 2 midi,Note 2 encoding,Note 2 encoding
5,117,72,C Without octave key,0000100000000_0000000000,76,E With octave key,1010110000000_1100000000
5,75,59,Low B,0010110010000_1100101000,90,High F# (side),1000000000111_0010000100
5,110,60,Low C,0010110000000_1100101000,66,F# Without octave key (main),0010110000000_0100000000
5,147,68,G Without octave key,0010110000000_0000000000,80,G# With octave key (default),1010111000000_0000000000
5,59,67,F# Without octave key (Chromatic),0010110000000_1001000000,80,G# With octave key (default),1010111000000_0000000000
5,147,65,F Without octave key,0010110000000_1000000000,77,F With octave key,1010110000000_1000000000
5,147,68,G# Without octave key (default),0010111000000_0000000000,80,G# With octave key (default),1010111000000_0000000000
5,-1,58,Low Bb,0010110001000_1100101000,61,Low C#,0010110100000_1100101000
5,110,63,Eb Without octave key,0010110000000_1100110000,68,G# Without octave key (default),0010111000000_0000000000
5,59,63,Eb Without octave key,0010110000000_1100110000,76,E With octave key,1010110000000_1100000000
5,-1,58,Low Bb,0010110001000_1100101000,64,E Without octave key,0010110000000_1100000000
6,45,68,G# Without octave key (default),0010111000000_0000000000,77,F With octave key,1010110000000_1000000000
6,45,69,A Without octave key,0010100000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
6,82,87,High Eb,1000000000011_0000000000,89,High F (front),1100100000000_0000000000
6,82,84,C With octave key,1000100000000_0000000000,87,High Eb,1000000000011_0000000000
6,3,61,Low C#,0010110100000_1100101000,88,High E,1000000000011_0000000100
6,45,66,F# Without octave key (main),0010110000000_0100000000,75,Eb With octave key,1010110000000_1100110000
6,42,68,G Without octave key,0010110000000_0000000000,70,Bb Without octave key (side key),0010100000000_0000000000
6,3,61,Low C#,0010110100000_1100101000,89,High F (side),1000000000111_0000000100
6,-1,58,Low Bb,0010110001000_1100101000,63,Eb Without octave key,0010110000000_1100110000
6,42,68,G Without octave key,0010110000000_0000000000,69,A Without octave key,0010100000000_0000000000
6,45,70,Bb Without octave key (side key),0010100000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
6,50,85,C# With octave key,1000000000000_0000000000,87,High Eb,1000000000011_0000000000
6,54,60,Low C,0010110000000_1100101000,75,Eb With octave key,1010110000000_1100110000
6,101,78,F# With octave key (Chromatic),1010110000000_1001000000,91,High F# (front),1100100000000_0010000000
6,57,59,Low B,0010110010000_1100101000,76,E With octave key,1010110000000_1100000000
6,54,61,Low C#,0010110100000_1100101000,75,Eb With octave key,1010110000000_1100110000
6,42,60,Low C,0010110000000_1100101000,61,Low C#,0010110100000_1100101000
6,3,60,Low C,0010110000000_1100101000,88,High E,1000000000011_0000000100
6,94,62,D Without octave key,0010110000000_1100100000,89,High F (side),1000000000111_0000000100
6,57,63,Eb Without octave key,0010110000000_1100110000,79,G With octave key,1010110000000_0000000000
6,42,70,Bb Without octave key (side key),0010100000000_0000000000,70,Bb Without octave key (Bis key),0011100000000_0000000000
6,45,69,A Without octave key,0010100000000_0000000000,78,F# With octave key (main),1010110000000_0100000000
6,42,70,Bb Without octave key (side key),0010100000000_0000000000,72,C Without octave key,0000100000000_0000000000
6,57,63,Eb Without octave key,0010110000000_1100110000,80,G# With octave key (default),1010111000000_0000000000
6,-1,58,Low Bb,0010110001000_1100101000,62,D Without octave key,0010110000000_1100100000
6,28,65,F Without octave key,0010110000000_1000000000,91,High F# (front),1100100000000_0010000000
6,42,71,B Without octave key,0010000000000_0000000000,72,C Without octave key,0000100000000_0000000000
6,57,60,Low C,0010110000000_1100101000,77,F With octave key,1010110000000_1000000000
6,28,66,F# Without octave key (main),0010110000000_0100000000,91,High F# (front),1100100000000_0010000000
6,-1,58,Low Bb,0010110001000_1100101000,60,Low C,0010110000000_1100101000
6,57,61,Low C#,0010110100000_1100101000,79,G With octave key,1010110000000_0000000000
6,94,62,D Without octave key,0010110000000_1100100000,88,High E,1000000000011_0000000100
6,42,68,G# Without octave key (default),0010111000000_0000000000,69,A Without octave key,0010100000000_0000000000
6,57,64,E Without octave key,0010110000000_1100000000,81,A With octave key,1010100000000_0000000000
6,45,68,G Without octave key,0010110000000_0000000000,76,E With octave key,1010110000000_1100000000
6,45,66,F# Without octave key (main),0010110000000_0100000000,74,D With octave key,1010110000000_1100100000
6,57,62,D Without octave key,0010110000000_1100100000,80,G# With octave key (default),1010111000000_0000000000
6,82,83,B With octave key,1010000000000_0000000000,86,High D,1000000000001_0000000000
6,42,70,Bb Without octave key (Bis key),0011100000000_0000000000,72,C Without octave key,0000100000000_0000000000
6,82,83,B With octave key,1010000000000_0000000000,87,High Eb,1000000000011_0000000000
6,42,70,Bb Without octave key (side key),0010100000000_0000000000,71,B Without octave key,0010000000000_0000000000
6,42,59,Low B,0010110010000_1100101000,60,Low C,0010110000000_1100101000
6,42,69,A Without octave key,0010100000000_0000000000,70,Bb Without octave key (side key),0010100000000_0000000000
6,57,61,Low C#,0010110100000_1100101000,77,F With octave key,1010110000000_1000000000
6,-1,58,Low Bb,0010110001000_1100101000,64,E Without octave key,0010110000000_1100000000
6,82,86,High D,1000000000001_0000000000,89,High F (front),1100100000000_0000000000
6,-1,58,Low Bb,0010110001000_1100101000,59,Low B,0010110010000_1100101000
6,57,60,Low C,0010110000000_1100101000,78,F# With octave key (main),1010110000000_0100000000
6,141,80,G# With octave key (default),1010111000000_0000000000,86,High D,1000000000001_0000000000
6,-1,58,Low Bb,0010110001000_1100101000,61,Low C#,0010110100000_1100101000
6,141,80,G# With octave key (default),1010111000000_0000000000,87,High Eb,1000000000011_0000000000
6,45,67,F# Without octave key (Chromatic),0010110000000_1001000000,76,E With octave key,1010110000000_1100000000
6,28,64,E Without octave key,0010110000000_1100000000,89,High F (front),1100100000000_0000000000
6,45,65,F Without octave key,0010110000000_1000000000,74,D With octave key,1010110000000_1100100000
6,14,62,D Without octave key,0010110000000_1100100000,90,High F# (side),1000000000111_0010000100
6,42,68,G Without octave key,0010110000000_0000000000,68,G# Without octave key (default),0010111000000_0000000000
6,-1,58,Low Bb,0010110001000_1100101000,65,F Without octave key,0010110000000_1000000000
6,57,63,Eb Without octave key,0010110000000_1100110000,81,A With octave key,1010100000000_0000000000
6,50,85,C# With octave key,1000000000000_0000000000,86,High D,1000000000001_0000000000
6,42,69,A Without octave key,0010100000000_0000000000,70,Bb Without octave key (Bis key),0011100000000_0000000000
6,94,63,Eb Without octave key,0010110000000_1100110000,88,High E,1000000000011_0000000100
6,14,61,Low C#,0010110100000_1100101000,90,High F# (side),1000000000111_0010000100
6,42,69,A Without octave key,0010100000000_0000000000,71,B Without octave key,0010000000000_0000000000
6,14,63,Eb Without octave key,0010110000000_1100110000,90,High F# (side),1000000000111_0010000100
6,42,70,Bb Without octave key (Bis key),0011100000000_0000000000,71,B Without octave key,0010000000000_0000000000
6,57,61,Low C#,0010110100000_1100101000,78,F# With octave key (main),1010110000000_0100000000
6,82,84,C With octave key,1000100000000_0000000000,86,High D,1000000000001_0000000000
6,-1,58,Low Bb,0010110001000_1100101000,66,F# Without octave key (main),0010110000000_0100000000
6,94,64,E Without octave key,0010110000000_1100000000,90,High F# (side),1000000000111_0010000100
6,42,71,B Without octave key,0010000000000_0000000000,73,C# Without octave key,0000000000000_0000000000
6,3,60,Low C,0010110000000_1100101000,89,High F (side),1000000000111_0000000100
6,45,68,G# Without octave key (default),0010111000000_0000000000,76,E With octave key,1010110000000_1100000000
6,57,62,D Without octave key,0010110000000_1100100000,79,G With octave key,1010110000000_0000000000
6,42,72,C Without octave key,0000100000000_0000000000,73,C# Without octave key,0000000000000_0000000000
6,94,63,Eb Without octave key,0010110000000_1100110000,89,High F (side),1000000000111_0000000100
7,96,65,F Without octave key,0010110000000_1000000000,73,C# Without octave key,0000000000000_0000000000
7,64,70,Bb Without octave key (Bis key),0011100000000_0000000000,81,A With octave key,1010100000000_0000000000
7,67,61,Low C#,0010110100000_1100101000,68,G# Without octave key (default),0010111000000_0000000000
7,39,62,D Without octave key,0010110000000_1100100000,73,C# Without octave key,0000000000000_0000000000
7,108,79,G With octave key,1010110000000_0000000000,91,High F# (front),1100100000000_0010000000
7,15,68,G Without octave key,0010110000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
7,112,59,Low B,0010110010000_1100101000,72,C Without octave key,0000100000000_0000000000
7,66,82,Bb With octave key (side key),1010100000000_0000000001,86,High D,1000000000001_0000000000
7,39,63,Eb Without octave key,0010110000000_1100110000,73,C# Without octave key,0000000000000_0000000000
7,88,59,Low B,0010110010000_1100101000,89,High F (side),1000000000111_0000000100
7,15,69,A Without octave key,0010100000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
7,96,78,F# With octave key (main),1010110000000_0100000000,85,C# With octave key,1000000000000_0000000000
7,-1,58,Low Bb,0010110001000_1100101000,59,Low B,0010110010000_1100101000
7,108,78,F# With octave key (Chromatic),1010110000000_1001000000,89,High F (front),1100100000000_0000000000
7,88,58,Low Bb,0010110001000_1100101000,88,High E,1000000000011_0000000100
7,15,67,F# Without octave key (Chromatic),0010110000000_1001000000,82,Bb With octave key (side key),1010100000000_0000000001
7,120,81,A With octave key,1010100000000_0000000000,89,High F (front),1100100000000_0000000000
7,64,73,C# Without octave key,0000000000000_0000000000,84,C With octave key,1000100000000_0000000000
7,112,58,Low Bb,0010110001000_1100101000,70,Bb Without octave key (Bis key),0011100000000_0000000000
7,2,80,G# With octave key (default),1010111000000_0000000000,89,High F (front),1100100000000_0000000000
7,39,59,Low B,0010110010000_1100101000,70,Bb Without octave key (side key),0010100000000_0000000000
7,108,80,G# With octave key (default),1010111000000_0000000000,91,High F# (front),1100100000000_0010000000
7,96,79,G With octave key,1010110000000_0000000000,85,C# With octave key,1000000000000_0000000000
7,112,60,Low C,0010110000000_1100101000,73,C# Without octave key,0000000000000_0000000000
7,64,70,Bb Without octave key (side key),0010100000000_0000000000,81,A With octave key,1010100000000_0000000000
7,70,67,F# Without octave key (Chromatic),0010110000000_1001000000,90,High F# (side),1000000000111_0010000100
7,113,63,Eb Without octave key,0010110000000_1100110000,87,High Eb,1000000000011_0000000000
7,112,59,Low B,0010110010000_1100101000,71,B Without octave key,0010000000000_0000000000
7,39,58,Low Bb,0010110001000_1100101000,70,Bb Without octave key (side key),0010100000000_0000000000
7,37,79,G With octave key,1010110000000_0000000000,86,High D,1000000000001_0000000000
7,39,61,Low C#,0010110100000_1100101000,71,B Without octave key,0010000000000_0000000000
7,113,63,Eb Without octave key,0010110000000_1100110000,86,High D,1000000000001_0000000000
7,37,79,G With octave key,1010110000000_0000000000,87,High Eb,1000000000011_0000000000
7,88,58,Low Bb,0010110001000_1100101000,89,High F (side),1000000000111_0000000100
7,-1,58,Low Bb,0010110001000_1100101000,64,E Without octave key,0010110000000_1100000000
7,108,78,F# With octave key (main),1010110000000_0100000000,89,High F (front),1100100000000_0000000000
7,96,77,F With octave key,1010110000000_1000000000,84,C With octave key,1000100000000_0000000000
7,112,61,Low C#,0010110100000_1100101000,73,C# Without octave key,0000000000000_0000000000
7,39,60,Low C,0010110000000_1100101000,72,C Without octave key,0000100000000_0000000000
7,113,62,D Without octave key,0010110000000_1100100000,87,High Eb,1000000000011_0000000000
7,-1,58,Low Bb,0010110001000_1100101000,66,F# Without octave key (main),0010110000000_0100000000
7,-1,58,Low Bb,0010110001000_1100101000,62,D Without octave key,0010110000000_1100100000
7,64,68,G# Without octave key (default),0010111000000_0000000000,79,G With octave key,1010110000000_0000000000
7,96,78,F# With octave key (Chromatic),1010110000000_1001000000,85,C# With octave key,1000000000000_0000000000
7,39,59,Low B,0010110010000_1100101000,70,Bb Without octave key (Bis key),0011100000000_0000000000
7,108,77,F With octave key,1010110000000_1000000000,89,High F (front),1100100000000_0000000000
7,15,68,G# Without octave key (default),0010111000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
7,66,82,Bb With octave key (side key),1010100000000_0000000001,87,High Eb,1000000000011_0000000000
7,37,78,F# With octave key (main),1010110000000_0100000000,86,High D,1000000000001_0000000000
7,66,85,C# With octave key,1000000000000_0000000000,89,High F (side),1000000000111_0000000100
7,64,68,G Without octave key,0010110000000_0000000000,79,G With octave key,1010110000000_0000000000
7,37,82,Bb With octave key (side key),1010100000000_0000000001,90,High F# (side),1000000000111_0010000100
7,112,58,Low Bb,0010110001000_1100101000,71,B Without octave key,0010000000000_0000000000
7,120,83,B With octave key,1010000000000_0000000000,91,High F# (front),1100100000000_0010000000
7,88,59,Low B,0010110010000_1100101000,88,High E,1000000000011_0000000100
7,39,61,Low C#,0010110100000_1100101000,72,C Without octave key,0000100000000_0000000000
7,-1,58,Low Bb,0010110001000_1100101000,61,Low C#,0010110100000_1100101000
7,66,83,B With octave key,1010000000000_0000000000,88,High E,1000000000011_0000000100
7,66,85,C# With octave key,1000000000000_0000000000,88,High E,1000000000011_0000000100
7,39,58,Low Bb,0010110001000_1100101000,69,A Without octave key,0010100000000_0000000000
7,113,64,E Without octave key,0010110000000_1100000000,87,High Eb,1000000000011_0000000000
7,66,84,C With octave key,1000100000000_0000000000,89,High F (side),1000000000111_0000000100
7,120,82,Bb With octave key (Bis key),1011100000000_0000000000,91,High F# (front),1100100000000_0010000000
7,66,85,C# With octave key,1000000000000_0000000000,90,High F# (side),1000000000111_0010000100
7,96,77,F With octave key,1010110000000_1000000000,85,C# With octave key,1000000000000_0000000000
7,-1,58,Low Bb,0010110001000_1100101000,65,F Without octave key,0010110000000_1000000000
7,66,84,C With octave key,1000100000000_0000000000,88,High E,1000000000011_0000000100
7,113,62,D Without octave key,0010110000000_1100100000,86,High D,1000000000001_0000000000
7,64,67,F# Without octave key (Chromatic),0010110000000_1001000000,78,F# With octave key (Chromatic),1010110000000_1001000000
7,120,81,A With octave key,1010100000000_0000000000,91,High F# (front),1100100000000_0010000000
7,39,60,Low C,0010110000000_1100101000,71,B Without octave key,0010000000000_0000000000
7,37,82,Bb With octave key (side key),1010100000000_0000000001,89,High F (side),1000000000111_0000000100
7,2,79,G With octave key,1010110000000_0000000000,89,High F (front),1100100000000_0000000000
7,-1,58,Low Bb,0010110001000_1100101000,60,Low C,0010110000000_1100101000
7,-1,58,Low Bb,0010110001000_1100101000,63,Eb Without octave key,0010110000000_1100110000
8,0,68,G Without octave key,0010110000000_0000000000,82,Bb With octave key (Bis key),1011100000000_0000000000
8,49,74,D With octave key,1010110000000_1100100000,75,Eb With octave key,1010110000000_1100110000
8,32,58,Low Bb,0010110001000_1100101000,85,C# With octave key,1000000000000_0000000000
8,77,69,A Without octave key,0010100000000_0000000000,76,E With octave key,1010110000000_1100000000
8,106,83,B With octave key,1010000000000_0000000000,84,C With octave key,1000100000000_0000000000
8,-1,58,Low Bb,0010110001000_1100101000,63,Eb Without octave key,0010110000000_1100110000
8,51,74,D With octave key,1010110000000_1100100000,82,Bb With octave key (Bis key),1011100000000_0000000000
8,-1,58,Low Bb,0010110001000_1100101000,59,Low B,0010110010000_1100101000
8,90,61,Low C#,0010110100000_1100101000,70,Bb Without octave key (Bis key),0011100000000_0000000000
8,92,75,Eb With octave key,1010110000000_1100110000,85,C# With octave key,1000000000000_0000000000
8,92,75,Eb With octave key,1010110000000_1100110000,84,C With octave key,1000100000000_0000000000
8,-1,58,Low Bb,0010110001000_1100101000,65,F Without octave key,0010110000000_1000000000
8,90,62,D Without octave key,0010110000000_1100100000,72,C Without octave key,0000100000000_0000000000
8,77,69,A Without octave key,0010100000000_0000000000,77,F With octave key,1010110000000_1000000000
8,92,74,D With octave key,1010110000000_1100100000,85,C# With octave key,1000000000000_0000000000
8,79,82,Bb With octave key (side key),1010100000000_0000000001,82,Bb With octave key (Bis key),1011100000000_0000000000
8,92,74,D With octave key,1010110000000_1100100000,84,C With octave key,1000100000000_0000000000
8,49,77,F With octave key,1010110000000_1000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
8,35,64,E Without octave key,0010110000000_1100000000,88,High E,1000000000011_0000000100
8,-1,58,Low Bb,0010110001000_1100101000,60,Low C,0010110000000_1100101000
8,106,80,G# With octave key (default),1010111000000_0000000000,81,A With octave key,1010100000000_0000000000
8,130,67,F# Without octave key (Chromatic),0010110000000_1001000000,84,C With octave key,1000100000000_0000000000
8,51,76,E With octave key,1010110000000_1100000000,85,C# With octave key,1000000000000_0000000000
8,130,67,F# Without octave key (Chromatic),0010110000000_1001000000,82,Bb With octave key (Bis key),1011100000000_0000000000
8,51,74,D With octave key,1010110000000_1100100000,83,B With octave key,1010000000000_0000000000
8,79,87,High Eb,1000000000011_0000000000,88,High E,1000000000011_0000000100
8,51,75,Eb With octave key,1010110000000_1100110000,82,Bb With octave key (Bis key),1011100000000_0000000000
8,49,74,D With octave key,1010110000000_1100100000,76,E With octave key,1010110000000_1100000000
8,0,68,G# Without octave key (default),0010111000000_0000000000,82,Bb With octave key (Bis key),1011100000000_0000000000
8,35,64,E Without octave key,0010110000000_1100000000,89,High F (side),1000000000111_0000000100
8,0,68,G# Without octave key (default),0010111000000_0000000000,83,B With octave key,1010000000000_0000000000
8,130,64,E Without octave key,0010110000000_1100000000,80,G# With octave key (default),1010111000000_0000000000
8,77,70,Bb Without octave key (Bis key),0011100000000_0000000000,78,F# With octave key (main),1010110000000_0100000000
8,58,88,High E,1000000000011_0000000100,91,High F# (front),1100100000000_0010000000
8,79,80,G# With octave key (default),1010111000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
8,106,81,A With octave key,1010100000000_0000000000,82,Bb With octave key (Bis key),1011100000000_0000000000
8,49,76,E With octave key,1010110000000_1100000000,78,F# With octave key (main),1010110000000_0100000000
8,90,62,D Without octave key,0010110000000_1100100000,71,B Without octave key,0010000000000_0000000000
8,49,77,F With octave key,1010110000000_1000000000,78,F# With octave key (main),1010110000000_0100000000
8,35,65,F Without octave key,0010110000000_1000000000,88,High E,1000000000011_0000000100
8,77,70,Bb Without octave key (side key),0010100000000_0000000000,77,F With octave key,1010110000000_1000000000
8,49,78,F# With octave key (Chromatic),1010110000000_1001000000,79,G With octave key,1010110000000_0000000000
8,12,86,High D,1000000000001_0000000000,91,High F# (front),1100100000000_0010000000
8,130,66,F# Without octave key (main),0010110000000_0100000000,82,Bb With octave key (Bis key),1011100000000_0000000000
8,79,81,A With octave key,1010100000000_0000000000,82,Bb With octave key (side key),1010100000000_0000000001
8,132,75,Eb With octave key,1010110000000_1100110000,87,High Eb,1000000000011_0000000000
8,79,82,Bb With octave key (side key),1010100000000_0000000001,84,C With octave key,1000100000000_0000000000
8,77,70,Bb Without octave key (Bis key),0011100000000_0000000000,77,F With octave key,1010110000000_1000000000
8,32,59,Low B,0010110010000_1100101000,85,C# With octave key,1000000000000_0000000000
8,35,65,F Without octave key,0010110000000_1000000000,89,High F (side),1000000000111_0000000100
8,77,70,Bb Without octave key (side key),0010100000000_0000000000,78,F# With octave key (main),1010110000000_0100000000
8,77,71,B Without octave key,0010000000000_0000000000,78,F# With octave key (main),1010110000000_0100000000
8,90,64,E Without octave key,0010110000000_1100000000,72,C Without octave key,0000100000000_0000000000
8,35,66,F# Without octave key (main),0010110000000_0100000000,89,High F (side),1000000000111_0000000100
8,49,76,E With octave key,1010110000000_1100000000,77,F With octave key,1010110000000_1000000000
8,132,75,Eb With octave key,1010110000000_1100110000,86,High D,1000000000001_0000000000
8,77,70,Bb Without octave key (Bis key),0011100000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
8,77,71,B Without octave key,0010000000000_0000000000,78,F# With octave key (Chromatic),1010110000000_1001000000
8,-1,58,Low Bb,0010110001000_1100101000,64,E Without octave key,0010110000000_1100000000
8,58,89,High F (side),1000000000111_0000000100,91,High F# (front),1100100000000_0010000000
8,49,77,F With octave key,1010110000000_1000000000,79,G With octave key,1010110000000_0000000000
8,90,64,E Without octave key,0010110000000_1100000000,73,C# Without octave key,0000000000000_0000000000
8,12,87,High Eb,1000000000011_0000000000,91,High F# (front),1100100000000_0010000000
8,49,78,F# With octave key (main),1010110000000_0100000000,79,G With octave key,1010110000000_0000000000
